title,platform,genre,metascore,userscore,rating,developer
Disney Infinity: Marvel Super Heroes - Ultimate Spider Man Playset,PlayStation 4,Action Adventure,No score yet,tbd,,Avalanche Software
Divekick: Addition Edition +,PlayStation 4,Action,No score yet,5.4,T,Iron Galaxy Studios
Divinity: Original Sin Enhanced Edition,PlayStation 4,Role-Playing,88,8.0,M,Larian Studios
DmC: Devil May Cry Definitive Edition,PlayStation 4,Fantasy,83,7.3,M,Ninja Theory
Dogchild,PlayStation 4,Action Adventure,71,6.2,E10+,Animatoon Studio
Dogos,PlayStation 4,Action,53,tbd,E10+,Pablo Testa
Doki-Doki Universe,PlayStation 4,Miscellaneous,71,6.2,E10+,SCEA
Don Bradman Cricket,PlayStation 4,Sports,76,7.3,E,Big Ant Studios
Don't Die Mr. Robot!,PlayStation 4,Action,No score yet,tbd,E
Don't Starve Together: Console Edition,PlayStation 4,Action Adventure,No score yet,6.7,T,Klei Entertainment
Don't Starve: Console Edition,PlayStation 4,Action Adventure,78,7.0,T,Klei Entertainment
Don't Starve: Reign of Giants,PlayStation 4,Action Adventure,No score yet,5.5,T,Klei Entertainment
Doodle Devil,PlayStation 4,Miscellaneous,No score yet,tbd,T,JoyBits Ltd.
Doodle God,PlayStation 4,Miscellaneous,No score yet,tbd,E,4HIT LTD
Doodle Kingdom,PlayStation 4,Puzzle,No score yet,tbd,T,4HIT LTD
DOOM,PlayStation 4,Sci-Fi,85,8.2,M,id Software
DOOM: Unto The Evil,PlayStation 4,Action,75,tbd,,id Software
Downwell,PlayStation 4,Action,80,7.9,E,Moppin
Dragon Age: Inquisition,PlayStation 4,Role-Playing,89,7.4,M,BioWare
Dragon Age: Inquisition - Game of the Year Edition,PlayStation 4,Role-Playing,No score yet,8.2,,Electronic Arts
Dragon Age: Inquisition - Jaws Of Hakkon,PlayStation 4,Role-Playing,No score yet,6.5,,BioWare
Dragon Age: Inquisition - The Descent,PlayStation 4,Role-Playing,63,5.4,,BioWare
Dragon Age: Inquisition - Trespasser,PlayStation 4,Role-Playing,No score yet,7.4,,BioWare
Dragon Ball: Xenoverse,PlayStation 4,Action,69,7.7,T,Dimps Corporation
Dragon Ball: Xenoverse 2,PlayStation 4,Action,74,8.1,T,Dimps Corporation
Dragon Fantasy: The Black Tome of Ice,PlayStation 4,Role-Playing,No score yet,6.9,E10+,The Muteki Corporation
Dragon Fin Soup,PlayStation 4,General,No score yet,4.8,T,Grimm Bros.
Dragon Quest Builders,PlayStation 4,Action Adventure,83,8.2,E10+,Square Enix
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PlayStation 4,2D,77,7.7,T,Omega Force
Drawful 2,PlayStation 4,Miscellaneous,No score yet,tbd,T,Jackbox Games
Dreamals,PlayStation 4,Puzzle,No score yet,tbd,E,Xiness
Dreamals: Dream Quest,PlayStation 4,Puzzle,No score yet,tbd,E,Xiness
Dreii,PlayStation 4,Puzzle,75,tbd,E,Etter Studio GmbH
Driveclub,PlayStation 4,Racing,71,6.1,E,Evolution Studios
Driveclub Bikes,PlayStation 4,Racing,79,7.6,E,Evolution Studios
Driveclub VR,PlayStation 4,Racing,66,5.8,,Evolution Studios
DUCATI: 90th Anniversary,PlayStation 4,Racing,No score yet,tbd,E,Milestone S.r.l
Duck Dynasty,PlayStation 4,Sports,No score yet,2.0,T,FUN Labs
Duke Nukem 3D: 20th Anniversary World Tour,PlayStation 4,Action,77,6.1,M,Gearbox Software
Dungeon Defenders II,PlayStation 4,Strategy,No score yet,6.3,E10+,Trendy Entertainment
Dungeon Punks,PlayStation 4,Action,No score yet,6.8,E10+,Hyper Awesome Entertainment
Dungeons 2,PlayStation 4,Strategy,61,7.9,T,Kalypso
Dust: An Elysian Tail,PlayStation 4,Role-Playing,79,7.6,E10+,Humble Hearts
Dying Light,PlayStation 4,Action Adventure,74,7.9,M,Techland
EA Sports UFC,PlayStation 4,Other Sports Games,70,6.1,T,EA Sports
EA Sports UFC 2,PlayStation 4,Sports,79,6.2,T,EA Sports
Eagle Flight,PlayStation 4,Action,No score yet,,E10+,Ubisoft
Earth Defense Force 4.1: The Shadow of New Despair,PlayStation 4,Action,64,7.8,M,Sandlot
Earth's Dawn,PlayStation 4,Action,No score yet,,T,One or Eight
Electronic Super Joy,PlayStation 4,Action,No score yet,tbd,M,Michael Todd Games
Electronic Super Joy: Hot Sticky Mess,PlayStation 4,Action,No score yet,tbd,M,Michael Todd Games
Emily Wants To Play,PlayStation 4,Adventure,75,tbd,T,SKH Apps
Ender of Fire,PlayStation 4,Role-Playing,No score yet,3.9,T,Xiness
Energy Hook,PlayStation 4,Driving,22,3.0,E,Happion Laboratories
Enter the Gungeon,PlayStation 4,Action,82,7.4,E10+,Dodge Roll
Entwined,PlayStation 4,Action,59,6.7,E,Pixel Opus
Escape Goat 2,PlayStation 4,Action,No score yet,tbd,E,MagicalTimeBean
Escape Plan,PlayStation 4,Miscellaneous,73,6.8,T,Fun Bits
Escape Plan: Director's Cut,PlayStation 4,Puzzle,No score yet,tbd,T,Fun Bits
Escape Plan: The Asylum,PlayStation 4,Puzzle,No score yet,tbd,T,Fun Bits
Escape Plan: The Underground,PlayStation 4,Puzzle,No score yet,tbd,T,Fun Bits
ETHER One,PlayStation 4,General,75,4.7,E10+,White Paper Games
EVE: Gunjack,PlayStation 4,Simulation,No score yet,6.2,T,CCP
EVE: Valkyrie,PlayStation 4,Action,75,6.5,T,CCP
Everybody's Gone to the Rapture,PlayStation 4,Action,78,6.5,M,The Chinese Room
Evolve,PlayStation 4,Sci-Fi,76,4.3,M,Turtle Rock Studios
Evolve: The Hunt Evolves,PlayStation 4,Action,No score yet,tbd,M,Turtle Rock Studios
Evolve: Ultimate Edition,PlayStation 4,Action,No score yet,6.7,M,Turtle Rock Studios
Exile's End,PlayStation 4,Action,No score yet,tbd,T,MagneticRealms
Exist Archive: The Other Side of the Sky,PlayStation 4,Role-Playing,67,7.7,T,Tri-Ace
Extreme Exorcism,PlayStation 4,Action,74,tbd,E10+,Golden Ruby Games
F1 2015,PlayStation 4,Racing,65,6.3,E,Codemasters
F1 2016,PlayStation 4,Racing,82,8.4,E,Codemasters
Fairy Fencer F: Advent Dark Force,PlayStation 4,Role-Playing,71,6.4,T,Compile Heart
Fallout 4,PlayStation 4,General,87,6.4,M,Bethesda Game Studios
Fallout 4: Automatron,PlayStation 4,Role-Playing,69,6.2,M,Bethesda Game Studios
Fallout 4: Contraptions Workshop,PlayStation 4,Role-Playing,No score yet,3.3,,Bethesda Game Studios
Fallout 4: Far Harbor,PlayStation 4,Role-Playing,75,6.1,M,Bethesda Game Studios
Fallout 4: Nuka-World,PlayStation 4,Role-Playing,64,5.9,,Bethesda Game Studios
Fallout 4: Vault-Tec Workshop,PlayStation 4,Role-Playing,60,4.0,,Bethesda Game Studios
Fallout 4: Wasteland Workshop,PlayStation 4,Role-Playing,50,3.4,M,Bethesda Game Studios
Fantavision,PlayStation 4,Puzzle,No score yet,tbd,E,SCEJ
Far Cry 4,PlayStation 4,Action,85,7.7,M,Ubisoft Montreal
Far Cry 4: Complete Edition,PlayStation 4,Action,No score yet,tbd,M,Ubisoft Montreal
Far Cry 4: Escape from Durgesh Prison,PlayStation 4,Action,56,5.4,M,Ubisoft Montreal
Far Cry 4: Valley of the Yetis,PlayStation 4,Action,74,7.6,M,Ubisoft Montreal
Far Cry Primal,PlayStation 4,Action,76,6.2,M,Ubisoft Montreal
Farming Simulator 15,PlayStation 4,Simulation,54,5.8,E,Giants Software
Farming Simulator 17,PlayStation 4,Simulation,66,tbd,,Maximum Games
Fat City,PlayStation 4,Puzzle,No score yet,tbd,E10+,Heavy Iron Studios
Fat Princess Adventures,PlayStation 4,Action,63,7.9,T,SCE Santa Monica
Fate/Extella: The Umbral Star,PlayStation 4,Action,No score yet,,T,Marvelous Inc.
Fenix Furia,PlayStation 4,Action,71,tbd,E,Green Lava Studios
Fez,PlayStation 4,Action,90,6.3,E,Polytron Corp.
Fibbage: The Hilarious Bluffing Party Game,PlayStation 4,Miscellaneous,No score yet,7.5,T,Jackbox Games
FIFA 14,PlayStation 4,Sports,87,6.3,E,EA Canada
FIFA 15,PlayStation 4,Sports,82,5.7,E,EA Sports
FIFA 16,PlayStation 4,Sports,82,4.3,E,EA Sports
FIFA 17,PlayStation 4,Sports,84,5.0,E,EA Sports
Filthy Lucre,PlayStation 4,Action,61,7.3,M,Fabrik Games
Final Fantasy Type-0 HD,PlayStation 4,Role-Playing,72,6.6,M,HexaDrive
Final Fantasy VII,PlayStation 4,Role-Playing,No score yet,8.4,T,Square Enix
Final Fantasy X / X-2 HD Remaster,PlayStation 4,Miscellaneous,84,8.1,T,Virtuos
Final Fantasy XIV Online: A Realm Reborn,PlayStation 4,Massively Multiplayer,86,6.6,T,Square Enix
Final Fantasy XIV Online: The Complete Experience,PlayStation 4,Role-Playing,No score yet,tbd,T,Square Enix
Final Fantasy XIV: Heavensward,PlayStation 4,Massively Multiplayer Online,86,7.6,T,Square Enix
Final Fantasy XV,PlayStation 4,Role-Playing,No score yet,,T,Square Enix
Final Horizon,PlayStation 4,Strategy,No score yet,5.5,E10+,Eiconic Games
Final Horizon: Dark Galaxy,PlayStation 4,Strategy,No score yet,tbd,E10+,Eiconic Games
Firewatch,PlayStation 4,Adventure,76,7.1,M,Campo Santo
Flame Over,PlayStation 4,Simulation,No score yet,2.5,E,Laughing Jackal
Flockers,PlayStation 4,Puzzle,61,4.8,T,Team 17
flOw,PlayStation 4,Miscellaneous,71,6.5,E,SuperVillain Studios
flower,PlayStation 4,Miscellaneous,91,7.2,E,Bluepoint Games
Fluster Cluck,PlayStation 4,Action,37,4.0,E,LOOT Entertainment
For Honor,PlayStation 4,Action Adventure,No score yet,,,Ubisoft Montreal
Forced: Slightly Better Edition,PlayStation 4,Role-Playing,60,tbd,T,BetaDwarf
Forestry 2017: The Simulation,PlayStation 4,Simulation,No score yet,tbd,,Joindots
Foul Play,PlayStation 4,Action,66,tbd,E10+,Mediatonic
Four Sided Fantasy,PlayStation 4,Action,No score yet,tbd,E,Ludo Land
Frozen Free Fall: Snowball Fight,PlayStation 4,Puzzle,No score yet,2.4,E,SuperVillain Studios
Full Mojo Rampage,PlayStation 4,Role-Playing,66,tbd,T,Over the Top Games
Funk of Titans,PlayStation 4,Action,No score yet,tbd,T,A Crowd of Monsters
Furi,PlayStation 4,Action,77,7.5,M,The Game Bakers
Futuridium EP Deluxe,PlayStation 4,Action,73,5.7,E,MixedBag Srl
Gal*Gun: Double Peace,PlayStation 4,Action,64,7.2,,Alchemist
Galak-Z: The Dimensional,PlayStation 4,Action,82,7.2,E10+,17-Bit
Galak-Z: The Void,PlayStation 4,Action,No score yet,tbd,,17-Bit
Game of Thrones: A Telltale Games Series,PlayStation 4,Action,69,6.7,M,Telltale Games
Game of Thrones: Episode Five - A Nest of Vipers,PlayStation 4,Action,77,6.8,M,Telltale Games
Game of Thrones: Episode Four - Sons of Winter,PlayStation 4,Action,73,7.3,M,Telltale Games
Game of Thrones: Episode One - Iron From Ice,PlayStation 4,Action,77,7.6,M,Telltale Games
Game of Thrones: Episode Six - The Ice Dragon,PlayStation 4,Action,75,6.9,M,Telltale Games
Game of Thrones: Episode Three - The Sword in the Darkness,PlayStation 4,Action,70,7.1,M,Telltale Games
Game of Thrones: Episode Two - The Lost Lords,PlayStation 4,Action,69,7.1,M,Telltale Games
Gauntlet: Slayer Edition,PlayStation 4,Role-Playing,71,7.0,M,Arrowhead Game Studios
Gemini: Heroes Reborn,PlayStation 4,Action Adventure,57,6.6,T,Phosphor Games
Gems of War,PlayStation 4,Puzzle,No score yet,5.5,T,Ininity Plus 2
Geometry Wars 3: Dimensions,PlayStation 4,Action,85,7.9,E,Lucid Games
Geometry Wars 3: Dimensions Evolved,PlayStation 4,Action,No score yet,6.8,E,Lucid Games
Ghostbusters,PlayStation 4,Action,30,0.6,E10+,Activision
Giana Sisters: Dream Runners,PlayStation 4,Action,37,4.8,E,Black Forest Games
Giana Sisters: Twisted Dreams - Director's Cut,PlayStation 4,Action,80,7.5,E,Black Forest Games
Ginger: Beyond the Crystal,PlayStation 4,Action,No score yet,tbd,E,Drakhar Studio
Goat Simulator,PlayStation 4,Simulation,58,6.0,T,Coffee Stain Studios
God Eater 2: Rage Burst,PlayStation 4,Role-Playing,70,8.0,T,Shift
God Eater Resurrection,PlayStation 4,Role-Playing,70,8.0,T,Shift
God of War III Remastered,PlayStation 4,Action Adventure,81,7.8,M,Wholesale Algorithms
Godzilla,PlayStation 4,Action,38,3.1,T,NATSUME ATARI Inc.
Gone Home: Console Edition,PlayStation 4,Adventure,85,4.2,M,The Fullbright Company
Goosebumps: The Game,PlayStation 4,Adventure,No score yet,5.5,E10+,WayForward
Gran Turismo Sport,PlayStation 4,Racing,No score yet,,,Polyphony Digital
Grand Ages: Medieval,PlayStation 4,Strategy,64,7.1,T,Gaming Minds Studios
Grand Kingdom,PlayStation 4,Strategy,78,8.1,T,Spike Chunsoft
Grand Prix Rock 'N Racing,PlayStation 4,Racing,No score yet,tbd,,Unfinished Pixel
Grand Theft Auto III,PlayStation 4,Action Adventure,No score yet,7.5,M,DMA Design
Grand Theft Auto Online,PlayStation 4,Action Adventure,No score yet,7.8,,Rockstar North
Grand Theft Auto V,PlayStation 4,Action Adventure,97,8.3,M,Rockstar North
Grand Theft Auto: San Andreas,PlayStation 4,Action Adventure,No score yet,7.9,M,Rockstar North
Grand Theft Auto: Vice City,PlayStation 4,Action Adventure,No score yet,7.0,M,Rockstar North
Gravity Rush 2,PlayStation 4,Action,No score yet,,T,SCE Japan Studio
Gravity Rush Remastered,PlayStation 4,Action,80,8.2,T,Bluepoint Games
Grim Fandango Remastered,PlayStation 4,General,80,7.8,T,Double Fine Productions
Grow Home,PlayStation 4,Action Adventure,74,6.1,E,Ubisoft Reflections
Grow Up,PlayStation 4,Action Adventure,70,6.4,E,Ubisoft Reflections
Gryphon Knight Epic,PlayStation 4,Action,No score yet,8.3,E10+,Cyber Rhino Studios
Guacamelee! Super Turbo Championship Edition,PlayStation 4,Action,87,7.6,E10+,DrinkBox Studios
Guilty Gear Xrd -REVELATOR-,PlayStation 4,Action,86,8.4,T,Arc System Works
Guilty Gear Xrd -SIGN-,PlayStation 4,Action,84,8.0,T,Arc System Works
Guitar Hero Live,PlayStation 4,Action,80,6.1,T,FreeStyleGames
GUNS UP!,PlayStation 4,Action,54,6.4,T,Valkyrie Entertainment
Guns Gore & Cannoli,PlayStation 4,Action,No score yet,8.5,T
Gunscape,PlayStation 4,Action,61,tbd,T,Blowfish Studios
Hand of Fate,PlayStation 4,Role-Playing,79,7.8,T,Defiant Development
Handball 16,PlayStation 4,Sports,No score yet,3.0,E,EKO Software
Hard Reset Redux,PlayStation 4,Action,69,7.7,M,Flying Wild Hog
Hardware: Rivals,PlayStation 4,Simulation,56,5.5,E10+,SCEA
Harmonix Music VR,PlayStation 4,Action,43,5.3,E,Harmonix Music Systems
Hasbro Family Fun Pack,PlayStation 4,Miscellaneous,No score yet,tbd,E10+,Ubisoft
Hatoful Boyfriend,PlayStation 4,General,72,6.6,E10+,Mediatonic
Hatoful Boyfriend: Holiday Star,PlayStation 4,Adventure,58,2.8,E10+,Mediatonic
Hatsune Miku VR: Future Live,PlayStation 4,Action,60,5.5,T,SegaSoft
Hatsune Miku: Project Diva X,PlayStation 4,Action,78,7.5,T,Sega
HAWKEN,PlayStation 4,Action,56,5.5,T,Reloaded Games Inc.
Headlander,PlayStation 4,Action,77,8.1,T,Double Fine Productions
Headmaster,PlayStation 4,Sports,74,7.5,E10+,Frame Interactive
Heart&Slash,PlayStation 4,Action,76,8.4,E10+,AHEARTFULOFGAMES
Heavy Rain,PlayStation 4,Adventure,78,7.7,M,Quantic Dream
Heavy Rain & Beyond: Two Souls Collection,PlayStation 4,Miscellaneous,78,8.2,,Quantic Dream
Helldivers,PlayStation 4,Action,81,8.1,T,Arrowhead Game Studios
Here They Lie,PlayStation 4,Adventure,61,6.7,M,The Tangentlemen
Hitman,PlayStation 4,Action Adventure,No score yet,,M,Io Interactive
Hitman - Episode 2: Sapienza,PlayStation 4,Action Adventure,84,6.9,,Io Interactive
Hitman - Episode 3: Marrakesh,PlayStation 4,Action Adventure,75,7.2,,Io Interactive
Hitman - Episode 4: Bangkok,PlayStation 4,Action Adventure,71,7.8,,Io Interactive
Hitman - Episode 5: Colorado,PlayStation 4,Action Adventure,70,7.6,,Io Interactive
Hitman - Episode 6: Hokkaido,PlayStation 4,Action Adventure,No score yet,,,Io Interactive
Hitman - Intro Pack,PlayStation 4,Action Adventure,77,5.0,,Io Interactive
Hitman GO: Definitive Edition,PlayStation 4,Strategy,77,6.1,E10+,Square Enix Montreal
Hitman: Summer Bonus Episode,PlayStation 4,Action Adventure,79,8.0,,Io Interactive
Hohokum,PlayStation 4,Adventure Games,75,6.3,E10+,Honeyslug Ltd
Home: A Unique Horror Adventure,PlayStation 4,Action Adventure,No score yet,6.6,M,Benjamin Rivers
Homefront - The Voice of Freedom,PlayStation 4,Action,No score yet,tbd,,Deep Silver Dambuster Studios
Homefront: The Revolution,PlayStation 4,Modern,48,3.7,M,Deep Silver Dambuster Studios
HoPiKo,PlayStation 4,Action,No score yet,tbd,E,Laser Dog
Horizon: Zero Dawn,PlayStation 4,Role-Playing,No score yet,,,Guerrilla
Hot Shots Tennis,PlayStation 4,Sports,No score yet,tbd,E,Clap Hanz
Hotline Miami,PlayStation 4,Action,No score yet,8.4,M,Dennaton
Hotline Miami 2: Wrong Number,PlayStation 4,Action,75,7.8,M,Dennaton
How to Survive: Storm Warning Edition,PlayStation 4,Action Adventure,65,6.1,M,EKO Software
Hue,PlayStation 4,Puzzle,77,8.2,E,Fiddlesticks Games
Hustle Kings,PlayStation 4,Sports,No score yet,6.9,E,VooFoo Studios
Hustle Kings VR,PlayStation 4,Miscellaneous,51,5.7,E,Sony Interactive Entertainment
Hustle Kings: Extra Modes Pack,PlayStation 4,Sports,No score yet,tbd,E,VooFoo Studios
Hustle Kings: Puzzle Exhibition Pack,PlayStation 4,Sports,No score yet,tbd,E,VooFoo Studios
Hustle Kings: Snooker Exhibition,PlayStation 4,Sports,No score yet,tbd,E,VooFoo Studios
Hyper Light Drifter,PlayStation 4,Role-Playing,79,7.8,T,Heart Machine
Hyper Void,PlayStation 4,Action,70,7.5,E10+,IN|FRAMEZ TECHNOLOGY CORP.
I Am Bread,PlayStation 4,Miscellaneous,51,4.9,E10+,Just Add Water
I Am Setsuna,PlayStation 4,Role-Playing,74,7.5,E10+,Tokyo RPG Factory
In Space We Brawl,PlayStation 4,Action,54,4.4,E,Forge Reply
Indigo Prophecy,PlayStation 4,Adventure,No score yet,7.0,M,Quantic Dream
Indivisible,PlayStation 4,Role-Playing,No score yet,tbd,,Lab Zero Games
inFamous: First Light,PlayStation 4,Action Adventure,73,7.5,T,Sucker Punch
inFamous: Second Son,PlayStation 4,Action Adventure,80,7.9,T,Sucker Punch
Infinifactory,PlayStation 4,Puzzle,70,tbd,T,Zachtronics Industries
Infinity Runner,PlayStation 4,Action,45,5.5,T,Wales Interactive Ltd.
Injustice: Gods Among Us - Ultimate Edition,PlayStation 4,Action,80,7.2,T,NetherRealm Studios
Inner Kung Fu Game,PlayStation 4,Miscellaneous,No score yet,tbd,,Mind Body Aware Games LLC
INSIDE,PlayStation 4,Action,91,7.9,M,PLAYDEAD
Inside My Radio,PlayStation 4,Action,No score yet,tbd,E10+,Seaven Studio
Inversus,PlayStation 4,Action,79,5.6,E,Hypersect
Invisible Inc. Console Edition,PlayStation 4,General,82,7.5,T
Invokers Tournament,PlayStation 4,Strategy,No score yet,2.5,T,StormBASIC Games
Ironcast,PlayStation 4,Puzzle,70,tbd,E10+,Dreadbit
Ironclad Tactics,PlayStation 4,Strategy,66,5.6,T,Zachtronics Industries
J-Stars Victory Vs+,PlayStation 4,Action,61,6.4,T,Bandai Namco Games
Jamestown+,PlayStation 4,Scrolling,83,7.6,E10+,Final Form Games
Jazzpunk: Director's Cut,PlayStation 4,Adventure,80,tbd,T,Necrophone
Jetpack Joyride,PlayStation 4,Action,No score yet,tbd,E10+,Halfbrick Studios
Job Simulator,PlayStation 4,Action,77,7.0,E10+,Owlchemy Labs
Joe Dever's Lone Wolf Console Edition,PlayStation 4,Adventure,79,7.5,T,Forge Reply
Joe's Diner,PlayStation 4,Adventure,No score yet,tbd,,UIG Entertainment
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation 4,Action,61,7.4,T,CyberConnect2
Jotun: Valhalla Edition,PlayStation 4,Action,72,tbd,T,Thunder Lotus Games
Journey,PlayStation 4,Action,92,8.3,E,Tricky Pixels
Journey Collector's Edition,PlayStation 4,Miscellaneous,No score yet,8.4,E,SCE Australia
Just Cause 3,PlayStation 4,Sci-Fi,73,6.5,M,Avalanche Studios
Just Cause 3: Air Land & Sea Expansion Pass,PlayStation 4,Action Adventure,No score yet,tbd
Just Cause 3: Bavarium Sea Heist,PlayStation 4,Action Adventure,No score yet,2.4,,Avalanche Studios
Just Cause 3: Mech Land Assault,PlayStation 4,Action Adventure,No score yet,3.8,,Avalanche Studios
Just Cause 3: Sky Fortress,PlayStation 4,Action Adventure,72,7.6,,Avalanche Studios
Just Cause 3: XL Edition,PlayStation 4,Action Adventure,No score yet,tbd,M,Avalanche Studios
Just Dance 2014,PlayStation 4,Action,75,5.5,E10+,Ubisoft
Just Dance 2015,PlayStation 4,Action,72,5.8,E10+,Ubisoft
Just Dance 2016,PlayStation 4,Action,73,6.8,E10+,Ubisoft
Just Dance 2017,PlayStation 4,Action,No score yet,tbd,E10+,Ubisoft Paris
Just Sing,PlayStation 4,Action,60,7.0,E10+,Ubisoft
Keep Talking and Nobody Explodes,PlayStation 4,First-Person,89,7.1,E10+,Steel Crate Games
Kerbal Space Program,PlayStation 4,Simulation,77,6.0,E,Flying Tiger Development
Kholat,PlayStation 4,Adventure,64,5.8,T,IMGN.PRO
Kick & Fennick,PlayStation 4,Action,73,tbd,E10+,Jaywalkers Interactive
KickBeat: Special Edition,PlayStation 4,Action,60,4.0,T,Zen Studios
Kill Strain,PlayStation 4,Action,53,7.4,T,SCEA San Diego Studios
Killing Floor 2,PlayStation 4,Action,No score yet,,,Tripwire Interactive
Killzone: Shadow Fall,PlayStation 4,Action,73,6.8,M,Guerrilla
Killzone: Shadow Fall - Intercept,PlayStation 4,Action,72,6.9,M,Guerrilla
Kinetica,PlayStation 4,Racing,No score yet,tbd,T,SCE Santa Monica
King Oddball,PlayStation 4,Miscellaneous,64,4.6,E10+,10tons Ltd
King's Quest Chapter 1: A Knight to Remember,PlayStation 4,Adventure,77,7.3,E10+,The Odd Gentlemen
King's Quest Chapter 2: Rubble Without a Cause,PlayStation 4,Adventure,68,4.6,E10+,The Odd Gentlemen
